ID;NOM;ADRESSE;CP;INSEE;COMMUNE;CATEGORIE;SS_CATEG;CONDITIONS;SOURCE;CAPACITE;OUVERTURE;DESCRIPTIF;GESTIONNAIRE;TEL;Y_LAT;X_LONG
4623;Véloparc Pas Enchantés;16 Rue du Docteur Paul Michaux;44230;440190;Saint-Sébastien-sur-Loire;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;10;7 jours sur 7. 24 h sur 24.;Collectif abrité;http://www.ter.sncf.com/pays-de-la-loire/;08 10 32 43 24;47,2066732361951;-1,51061580824369
4624;Véloparc Pas enchantés;16 Rue du Docteur Paul Michaux;44230;440190;Saint-Sébastien-sur-Loire;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;10;7 jours sur 7. 24 h sur 24.;Collectif abrité;http://www.ter.sncf.com/pays-de-la-loire/;08 10 32 43 24;47,2069031127285;-1,51125384645695
4625;Véloparc Frêne Rond;75 Rue de l'Ouche Quinet;44230;440190;Saint-Sébastien-sur-Loire;Equipements vélo;Stationnement vélo;Gratuit par badge;Nantes Métropole;10;7 jours sur 7. 24 h sur 24.;collectif sécurisé;http://www.ter.sncf.com/pays-de-la-loire/;08 10 32 43 24;47,1903041792141;-1,49603988548747
4626;Véloparc Frêne Rond;75 Rue de l'Ouche Quinet;44230;440190;Saint-Sébastien-sur-Loire;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;20;7 jours sur 7. 24 h sur 24.;Collectif abrité;http://www.ter.sncf.com/pays-de-la-loire/;08 10 32 43 24;47,190364294955;-1,49588749652743
4627;Véloparc Gare de Vertou;16 Rue du Bois Rigaud;44120;440215;Vertou;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;16;7 jours sur 7. 24 h sur 24.;Collectif abrité;http://www.ter.sncf.com/pays-de-la-loire/;08 10 32 43 24;47,1871764179109;-1,47805848962049
4628;Véloparc Gare de Vertou;16 Rue du Bois Rigaud;44120;440215;Vertou;Equipements vélo;Stationnement vélo;Gratuit par badge;Nantes Métropole;15;7 jours sur 7. 24 h sur 24.;collectif sécurisé;http://www.ter.sncf.com/pays-de-la-loire/;08 10 32 43 24;47,1858486168993;-1,47801431544503
4629;Parking Gare sud;4 Rue de Lourmel;44000;440109;Nantes;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;96;7 jours sur 7. 24 h sur 24.;Collectif abrité;https://www.resaplace.com/;02 40 74 23 05;47,2161850979805;-1,54167126556066
4630;Parking Gare sud;4 Rue de Lourmel;44000;440109;Nantes;Equipements vélo;Stationnement vélo;Gratuit par badge;Nantes Métropole;48;7 jours sur 7. 24 h sur 24.;collectif sécurisé;https://www.resaplace.com/;02 40 74 23 05;47,2161546650016;-1,54186774795315
4631;Parking Gare nord;51 Boulevard de Stalingrad;44000;440109;Nantes;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;50;7 jours sur 7. 24 h sur 24.;Collectif abrité;https://www.resaplace.com/;02 40 74 23 05;47,2173064933529;-1,54344400552645
4632;Véloparc Beaujoire;Rue Colette;44300;440109;Nantes;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;14;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2591873598768;-1,52566308281591
4633;Véloparc Gare de Mauves;2 Place de la Gare;44470;440094;Mauves-sur-Loire;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;6;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2930302642636;-1,38965342888177
4634;Véloparc Recteur Schmitt;34 Rue de la Bourgeonnière;44300;440109;Nantes;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;10;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,25206180062;-1,5524888134172
4635;Véloparc Grand Val;Boulevard Mendès France;44700;440114;Orvault;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;10;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2618809236725;-1,59202310769683
4636;Véloparc Morlère Paquelais;94 Avenue de la Morlière;44700;440114;Orvault;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;10;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2477520504792;-1,60278901987683
4637;Véloparc Marcel Paul;73 Boulevard Marcel Paul;44800;440162;Saint-Herblain;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;16;7 jours sur 7. 24 h sur 24.;Collectif abrité;https://www.tan.fr/;02 40 444 444;47,245695909162;-1,61758063248526
4638;Véloparc Bignon;55 Rue des Verts Prés;44700;440114;Orvault;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;10;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2489561519406;-1,59789049093617
4639;Véloparc Plaisance;203 Route de Vannes;44800;440162;Saint-Herblain;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;6;7 jours sur 7. 24 h sur 24.;Collectif abrité;https://www.tan.fr/;02 40 444 444;47,2623915691058;-1,5844044179263
4640;Véloparc Neruda;Boulevard Salvador Allende;44800;440162;Saint-Herblain;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;10;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2179398953252;-1,61426165370435
4641;Véloparc Mitterrand;Boulevard Salvador Allende;44800;440162;Saint-Herblain;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;6;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2219438356381;-1,63953863242532
4642;Véloparc Place du vieux cimetiere;1 Place de la Poste;44470;440026;Carquefou;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;4;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2967663339907;-1,49175142200904
4643;Véoparc Hangar à Bananes;Boulevard des Antilles;44200;440109;Nantes;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;12;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,1998976758326;-1,57282041883639
4644;Véloparc Pirmil;24 Rue Esnoult des Châtelets;44200;440109;Nantes;Equipements vélo;Stationnement vélo;Gratuit par badge;Nantes Métropole;20;7 jours sur 7. 24 h sur 24.;collectif sécurisé;https://www.tan.fr/;02 40 444 444;47,196591294791;-1,54258769083711
4645;Véloparc Pirmil;24 Rue Esnoult des Châtelets;44200;440109;Nantes;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;20;7 jours sur 7. 24 h sur 24.;Collectif abrité;https://www.tan.fr/;02 40 444 444;47,1964350327837;-1,54289743545996
4646;Véloparc Maraïchers;Rue de la Grand' Maison;44120;440215;Vertou;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;4;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,1850494827108;-1,51069490053269
4647;Véloparc Vertou gare routière;2 Rue de l'Hôpital;44120;440215;Vertou;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;4;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,1688875533168;-1,47124091965104
4648;Véloparc 3 Moulins;125 Rue Aristide Briand;44400;440143;Rezé;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;4;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,1782613949234;-1,54414760060643
4649;Véloparc Place de la Mairie;49 Rue Georges Clemenceau;44840;440198;Les Sorinières;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;8;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,1485771482426;-1,5311923911134
4650;Véloparc Diderot;1 Place Lucien Le Meut;44400;440143;Rezé;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;4;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,1842394693886;-1,56267848853425
4651;Véloparc Gare de Thouaré;Rue des Ponts;44470;440204;Thouaré-sur-Loire;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;24;7 jours sur 7. 24 h sur 24.;Collectif abrité;https://www.tan.fr/;02 40 444 444;47,2649902250913;-1,44112172521562
4652;Véloparc Haluchère;27 Rue du Ranzai;44300;440109;Nantes;Equipements vélo;Stationnement vélo;Gratuit par badge;Nantes Métropole;30;7 jours sur 7. 24 h sur 24.;collectif sécurisé;https://www.tan.fr/;02 40 444 444;47,2499302800357;-1,52329504806882
4653;Véloparc Haluchère;15 Rue de la Petite Baratte;44300;440109;Nantes;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;20;7 jours sur 7. 24 h sur 24.;Collectif abrité;https://www.tan.fr/;02 40 444 444;47,2493239290813;-1,52351731628185
4654;Véloparc Ranzay;Route de Saint Joseph;44300;440109;Nantes;Equipements vélo;Stationnement vélo;Gratuit par badge;Nantes Métropole;20;7 jours sur 7. 24 h sur 24.;collectif sécurisé;https://www.tan.fr/;02 40 444 444;47,2530223711641;-1,53010645631533
4655;Véloparc Babinière;Avenue de la Babinière;44240;440035;La-Chapelle-sur-Erdre;Equipements vélo;Stationnement vélo;Gratuit par badge;Nantes Métropole;50;7 jours sur 7. 24 h sur 24.;collectif sécurisé;https://www.tan.fr/;02 40 444 444;47,2591210062983;-1,54570457157977
4659;Véloparc René Cassin;1 Boulevard René Cassin;44300;440109;Nantes;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;10;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2641310953292;-1,57525342982189
4660;Véloparc Bout des Pavés;2 Rue Alberto Giacometti;44700;440114;Orvault;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;6;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2624642244533;-1,57728200307714
4661;Véloparc Pont du Cens;21 Route de Rennes;44300;440109;Nantes;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;4;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2487488717167;-1,57694781744934
4662;Véloparc Place Eglise;Place de l'Eglise;44700;440114;Orvault;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;4;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2709528785161;-1,62362612201397
4663;Véloparc Sautron terminus;8 Rue de la Ferme;44880;440194;Sautron;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;4;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2643013727743;-1,67954137543637
4664;Véloparc Rue du Grignon;Rue du Grignon;44115;440009;Basse-Goulaine;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;6;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2165826439858;-1,46662844042804
4665;Véloparc Le Pellerin terminus ligne express;1D Place du Champ de Foire;44640;440120;Le Pellerin;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;4;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2016906522285;-1,75914777165346
4666;Véloparc Bois Raguenet;RD 42;44700;440114;Orvault;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;10;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2666841936055;-1,60019286945204
4667;Véloparc Mairie Doulon;39 Boulevard Louis Millet;44300;440109;Nantes;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;6;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,2272624698571;-1,51864645980369
4668;Véloparc Clos Toreau;31 Boulevard Emile Gabory;44200;440109;Nantes;Equipements vélo;Stationnement vélo;Accès libre;Nantes Métropole;4;7 jours sur 7. 24 h sur 24.;Consigne;https://www.tan.fr/;02 40 444 444;47,1940516820235;-1,52885905186375
